question_id,evaluation_group,category,question,expected_criteria,common_failures,model,status,latency_seconds,response,error,thinking_removed,assistant_score_1_5,assistant_notes,manual_correct,manual_score_1_5,manual_notes
factual_tito_s5_autonomia_carga,factual_clara,vehiculos,Cuanta autonomia tiene el TITO S5 y como se carga?,Debe mencionar autonomia de 300 km. | Debe mencionar carga en 220V. | Debe mencionar tiempo aproximado de 7 a 8 horas o 8 horas segun contexto.,Omite autonomia. | Confunde TITO S5 con otro modelo. | Inventa carga rapida como default.,gemma4:e4b,ok,7.85,"¡Hola! 👋 Soy Cora, y estoy acá para ayudarte con todo lo de CORADIR Movilidad Eléctrica. ¡Los autos eléctricos son un golazo para la ciudad! ⚡️

Respecto al TITO S5, te cuento que tiene una autonomía de 300 Km. ¡Imaginate recorrer un montón sin nafta!

En cuanto a la carga, usa un enchufe de 220V 50hz - Ficha 2073. El tiempo de carga normal es de unas 8 horas, pero lo bueno es que admite recargas parciales y, si tenés la tecnología de carga rápida, ¡se puede reducir muchísimo ese tiempo!

¿Te interesa saber más detalles de este modelo o quizás te gustaría que te cuente sobre alguno de los otros modelos que tenemos, como el TITO S2? ¡Contame qué necesitás para que te asesore mejor! 😊",,False,4,"Respuesta mayormente correcta, con omisiones.",,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,gemma3:270m,ok,2.03,"USD 16.981,25",,False,2,Respuesta insuficiente frente a criterios esperados.,,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,granite4:350m,ok,0.11,"precio: USD 17.731,25",,False,2,Respuesta insuficiente frente a criterios esperados.,,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,lfm2.5-thinking:1.2b,thinking_only,1.19,,El modelo devolvio solo razonamiento thinking y no una respuesta final.,True,1,No evaluable: thinking_only. El modelo devolvio solo razonamiento thinking y no una respuesta final.,,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,qwen3.5:0.8b,ok,0.49,"El precio del TITO S5-300 AA es USD 17.731,25.",,False,3,Respuesta parcialmente correcta.,,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,deepseek-r1:1.5b,ok,0.25,"Tito S5-300 AA: USD 17.731,25",,False,2,Respuesta insuficiente frente a criterios esperados.,,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,llama3.2:3b,ok,0.36,"El precio del TITO S5-300 AA es USD 17.731,25.",,False,3,Respuesta parcialmente correcta.,,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,granite4.1:3b,ok,0.48,"El precio del TITO S5-300 AA es USD 17.731,25 y está disponible inmediatamente con unidades limitadas.",,False,3,Respuesta parcialmente correcta.,,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,nemotron-3-nano:4b,ok,1.01,"El precio del TITO S5-300 AA es USD 17.731,25 y está disponible de inmediato con unidades limitadas.",,False,3,Respuesta parcialmente correcta.,,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,qwen3.5:4b,ok,3.08,"¡Hola! Qué bueno que estás pensando en el TITO S5-300 AA, ¡es un vehículo eléctrico increíblemente versátil y eficiente! 🚗⚡

El precio del TITO S5-300 AA es de USD 17.731,25 y la disponibilidad es inmediata, aunque tené que saber que son unidades limitadas, así que no dejes pasar la oportunidad de tener uno tan moderno en tu hogar. 🏠✨

¿Te gustaría que te cuente más sobre sus características o quizás te ayude a ver cómo se integra con la energía renovable de CORADIR? ¡Podemos explorar juntos cómo hacer tu vida más sostenible y cómoda! 😊",,False,3,Respuesta parcialmente correcta.,,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,qwen3.5:latest,ok,3.35,"¡Hola! 👋 El precio del TITO S5-300 AA es de USD 17.731,25 y tenés disponibilidad inmediata, aunque son unidades limitadas. 🚗⚡

Es un vehículo excelente para empezar a disfrutar de la movilidad eléctrica con todas las ventajas de ahorro y cero emisiones. ¿Te gustaría que te cuente más sobre sus características o quizás te interesa conocer a los otros modelos como el TITA o el CHIKI?",,False,3,Respuesta parcialmente correcta.,,,
factual_tito_s5_aa_precio,factual_clara,precios,Cual es el precio del TITO S5-300 AA?,"Debe responder USD 17.731,25. | Debe identificar que es la version con aire acondicionado. | No debe mezclar precio de TITO S5-300 sin AA.",Da precio incorrecto. | Responde sin moneda. | Mezcla variantes.,gemma4:e4b,ok,2.29,"¡Hola! 👋 ¡Qué bueno que te interese el TITO S5-300 AA! Es un vehículo eléctrico genial para moverse por la ciudad. 😊

Según la información que tengo, el precio del TITO S5-300 AA es de USD 17.731,25. ¡Y lo mejor es que la disponibilidad es Inmediata, aunque son unidades limitadas! 😉

¿Te gustaría saber algo más sobre este modelo o quizás te interesa comparar con alguno de los otros vehículos eléctricos que tenemos, como el TITA o el CHIKI? ¡Contame! ✨",,False,3,Respuesta parcialmente correcta.,,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,gemma3:270m,ok,3.19,La TITA S2-300 tiene una capacidad de carga de 300 km y 2 pasajeros.,,False,4,"Respuesta mayormente correcta, con omisiones.",,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,granite4:350m,ok,0.19,"Version TITA S2-300
autonomía: 300 Km
aire acondicionado: No",,False,3,Respuesta parcialmente correcta.,,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,lfm2.5-thinking:1.2b,thinking_only,1.22,,El modelo devolvio solo razonamiento thinking y no una respuesta final.,True,1,No evaluable: thinking_only. El modelo devolvio solo razonamiento thinking y no una respuesta final.,,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,qwen3.5:0.8b,ok,0.58,La TITA S2-300 tiene una capacidad de carga de 2 personas y una capacidad de caja de 500 Kg.,,False,4,"Respuesta mayormente correcta, con omisiones.",,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,deepseek-r1:1.5b,ok,0.76,"TITA S2-300 es una furgoneta eléctrica diseñada para ofrecer una combinación perfecta de capacidad, seguridad y sostenibilidad. Su tecnología de carga rápida reduce el tiempo de cargado a aproximadamente 2 horas, brindando mayor comodidad y flexibilidad sin comprometer el rendimiento ni la autonomía del vehículo. Además, tiene una capacidad de 2 personas y 2 pasajeros, lo que lo hace ideal para multiple use en diferentes sectores.",,False,4,"Respuesta mayormente correcta, con omisiones.",,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,llama3.2:3b,ok,0.51,La TITA S2-300 tiene una capacidad de carga de 500 Kg y una capacidad de pasajeros de 2 personas.,,False,4,"Respuesta mayormente correcta, con omisiones.",,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,granite4.1:3b,ok,0.5,La TITA S2-300 tiene una capacidad para 2 personas y una capacidad de carga de 500 Kg.,,False,4,"Respuesta mayormente correcta, con omisiones.",,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,nemotron-3-nano:4b,ok,1.01,La TITA S2-300 tiene una capacidad de carga de 500 kg y puede transportar a 2 personas.,,False,4,"Respuesta mayormente correcta, con omisiones.",,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,qwen3.5:4b,ok,2.17,"La TITA S2-300 es una excelente opción para tu negocio porque tiene una capacidad de carga de 500 kilogramos y puede transportar cómodamente a 2 personas. Además, su caja se abre por tres lados para facilitar el acceso a la carga.

¿Te gustaría saber más sobre algún modelo en particular o necesitas ayuda para elegir la versión que mejor se adapte a tus necesidades?",,False,4,"Respuesta mayormente correcta, con omisiones.",,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,qwen3.5:latest,ok,3.32,"¡Hola! Qué buena pregunta sobre la TITA S2-300. 🚛⚡

Esta versión de nuestra pickup eléctrica tiene una capacidad de carga de 500 Kg en su caja y está diseñada para transportar cómodamente a 2 personas. 🚙👥

¿Te gustaría saber más sobre sus opciones de accesorios, como el furgón cerrado o el refrigerado, que pueden ser ideales para tu negocio?",,False,4,"Respuesta mayormente correcta, con omisiones.",,,
factual_tita_s2_capacidad,factual_clara,vehiculos,Que capacidad de carga y de pasajeros tiene la TITA S2-300?,Debe mencionar 500 kg de carga. | Debe mencionar 2 personas. | Debe evitar responder con datos de TITO o TITA 4P.,Confunde capacidad de carga. | Confunde cantidad de pasajeros.,gemma4:e4b,ok,2.19,"¡Hola! 👋 ¡Qué bueno que te interese la TITA S2-300! Es una furgoneta eléctrica que es un golazo para moverte por la ciudad.

Según la información que tengo, la TITA S2-300 tiene una capacidad de carga de 500 Kg y puede llevar hasta 2 personas. ¡Ideal para lo que necesites! 😊

¿Te gustaría saber algo más de esta TITA o quizás te interesa alguna otra opción de movilidad eléctrica de CORADIR? ¡Contame! ✨",,False,4,"Respuesta mayormente correcta, con omisiones.",,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,gemma3:270m,ok,3.2,"¡Por supuesto! Aquí está la respuesta a tu pregunta:

El CHIKI de litio es un vehículo eléctrico de litio, diseñado para proporcionar una autonomía de 110 km y una velocidad máxima de 45 km/h.",,False,5,Cubre la mayoria de criterios esperados.,,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,granite4:350m,ok,0.23,"La autonomía del CHIKI-L (110KM) LITIO es 110km, mientras que su velocidad máxima es 45 km/h.",,False,5,Cubre la mayoria de criterios esperados.,,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,lfm2.5-thinking:1.2b,thinking_only,1.25,,El modelo devolvio solo razonamiento thinking y no una respuesta final.,True,1,No evaluable: thinking_only. El modelo devolvio solo razonamiento thinking y no una respuesta final.,,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,qwen3.5:0.8b,ok,0.6,El CHIKI-L (110KM) LITIO tiene una autonomía de 110 km y una velocidad máxima de 45 km/h.,,False,5,Cubre la mayoria de criterios esperados.,,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,deepseek-r1:1.5b,ok,1.45,"CHIKI-L (110KM) LITIO: Es un vehículo eléctrico diseñado con una gran autonomía y velocidades maximas que se adaptan a las necesidades específicas de la empresa CORADIR. Su autonomya es de 110 kilómetros, lo cual es muy eficiente para los desplazamientos urbanos. La velocidad maxima es de 45 km/h, lo que permite una transición smoothly entre el zumbido y las rutas. Este vehículo está diseñado con un potencia de 2 KW y es equipado con herramientas avanzadas como el radio (MP3), alarma integrada, cierre centralizado y systemo de retroceso. Además, su seguridad y confianza son exponentes de tecnología, lo que los hace ideal para la secuencia de movilidad de la empresa CORADIR.

Respuesta final: CHIKI-L (110KM) LITIO tiene una autonomía de 110 kilómetros y una velocidad maxima de 45 km/h.",,False,5,Cubre la mayoria de criterios esperados.,,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,llama3.2:3b,ok,0.55,El CHIKI-L (110KM) LITIO tiene una autonomía de 110km y una velocidad máxima de 45 km/h.,,False,5,Cubre la mayoria de criterios esperados.,,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,granite4.1:3b,ok,0.57,El CHIKI-L (110KM) LITIO tiene una autonomía de 110km y una velocidad máxima de 45 km/h.,,False,5,Cubre la mayoria de criterios esperados.,,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,nemotron-3-nano:4b,ok,0.98,El CHIKI de litio tiene una autonomía de 110 km y una velocidad máxima de 45 km/h.,,False,5,Cubre la mayoria de criterios esperados.,,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,qwen3.5:4b,ok,2.89,"¡Hola! Qué bueno que te interesá el CHIKI de litio, ¡es un vehículo súper eficiente y ecológico! 🌱⚡

El modelo CHIKI-L (110KM) LITIO tiene una autonomía de 110 km y una velocidad máxima de 45 km/h. Es ideal para desplazamientos urbanos y tiene una batería de litio NCM de 4,5 KWh que permite hasta 2000 ciclos de vida. 🚗💨

¿Te gustaría saber más sobre cómo cargarlo o si hay algún modelo que te interese más?",,False,5,Cubre la mayoria de criterios esperados.,,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,qwen3.5:latest,ok,3.34,"¡Hola! Me encanta que te interese el CHIKI-L de litio, es una excelente opción para la ciudad. 🚗⚡

Este modelo tiene una autonomía de 110 km y una velocidad máxima de 45 km/h. Es ideal para tus desplazamientos diarios sin preocupaciones. 🌿

¿Te gustaría saber más sobre cómo funciona la carga o quizás ver los otros modelos como el TITO o la TITA?",,False,5,Cubre la mayoria de criterios esperados.,,,
factual_chiki_autonomia_velocidad,factual_clara,vehiculos,Que autonomia y velocidad maxima tiene el CHIKI de litio?,Debe mencionar autonomia de 110 km. | Debe mencionar velocidad maxima de 45 km/h. | Debe identificar CHIKI-L de litio si corresponde.,Usa autonomia de 300 km. | Inventa otra velocidad.,gemma4:e4b,ok,2.41,"¡Hola! 👋 Soy Cora, y te cuento que los vehículos eléctricos de CORADIR son un golazo para la movilidad. 😊

Respecto al CHIKI-L (110KM) LITIO, tiene una autonomía de 110km y su velocidad máxima es de 45 km/h. ¡Es un fierro para moverse por la ciudad!

¿Te interesa saber más sobre este modelo o quizás te llamaron la atención alguno de los otros vehículos eléctricos que tenemos, como el TITO o la TITA? ¡Contame para ayudarte a encontrar el que mejor se adapte a lo que necesitás! ✨",,False,5,Cubre la mayoria de criterios esperados.,,,
factual_modelos_100km_discontinuados,factual_clara,vehiculos,Que paso con los modelos de 100 km y el CHIKI-G?,Debe indicar que los modelos de 100 km fueron discontinuados. | Debe mencionar que CHIKI-G no esta disponible. | Debe aclarar que la oferta actual se centra en autonomias de 300 km salvo CHIKI-L.,Dice que siguen disponibles. | No menciona CHIKI-G. | Inventa fechas.,gemma3:270m,ok,2.01,"¡Hola! Soy Cora, tu asistente virtual especializado en CORADIR MOVILIDAD ELÉCTRICA. Estoy aquí para ayudarte a encontrar los vehículos eléctricos de CORADIR que mejor se adapten a tus necesidades.

Para que pueda ayudarte de la manera más efectiva, por favor, dime qué tipo de vehículo eléctrico necesitas. ¿Qué tipo de autonomía necesitas? ¿Qué tipo de batería necesitas? ¿Qué tipo de carga necesitas? ¿Cuál es tu presupuesto?

Cuanto más detalles me des, mejor podré ayudarte a encontrar la solución perfecta para tu negocio. ¡No dudes en preguntar!",,False,2,Respuesta insuficiente frente a criterios esperados.,,,
